user_id,session_id,event_time,event,device,region,channel,product_category,revenue,bonus_flag,funnel_stage,funnel_rank,prev_rank,valid_sequence,device_type,location,traffic_source,purchase_amount,bounced,session_duration
USR-00020,SES-00020,2026-07-08 10:14:36,browse,Desktop,South,Email,Home,0.0,Yes,Visit Website,1,,1,Desktop,South,Email,0.0,1,60.0
USR-00021,SES-00021,2026-07-08 02:37:42,checkout,Desktop,East,Email,Fashion,0.0,Yes,Checkout,4,,1,Desktop,East,Email,0.0,0,0.0
USR-00021,SES-00021,,add to cart,Desktop,East,Email,Fashion,0.0,Yes,Other,0,4.0,0,Desktop,East,Email,0.0,0,0.0
USR-00021,SES-00021,,browse,Desktop,East,Email,Fashion,0.0,Yes,Visit Website,1,0.0,1,Desktop,East,Email,0.0,0,0.0
USR-00022,SES-00022,2026-07-08 03:46:36,add to cart,Mobile,North,Organic,Beauty,0.0,Yes,Other,0,,1,Mobile,North,Organic,0.0,1,0.0
USR-00022,SES-00022,,browse,Mobile,North,Organic,Beauty,0.0,Yes,Visit Website,1,0.0,1,Mobile,North,Organic,0.0,1,0.0
USR-00023,SES-00023,2026-07-08 00:09:48,browse,Desktop,West,Organic,Sports,0.0,Yes,Visit Website,1,,1,Desktop,West,Organic,0.0,1,60.0
USR-00024,SES-00024,2026-07-08 16:10:00,browse,Desktop,East,Email,Electronics,0.0,Yes,Visit Website,1,,1,Desktop,East,Email,0.0,1,60.0
USR-00025,SES-00025,2026-07-08 00:23:06,browse,Desktop,West,Organic,Electronics,0.0,Yes,Visit Website,1,,1,Desktop,West,Organic,0.0,1,14400.0
USR-00025,SES-00025,2026-07-08 04:23:06,add to cart,Desktop,West,Organic,Electronics,0.0,Yes,Other,0,1.0,0,Desktop,West,Organic,0.0,1,14400.0
USR-00026,SES-00026,,add to cart,Mobile,East,Google Ads,Beauty,0.0,Yes,Other,0,,1,Mobile,East,Google Ads,0.0,0,
USR-00026,SES-00026,,browse,Mobile,East,Google Ads,Beauty,0.0,Yes,Visit Website,1,0.0,1,Mobile,East,Google Ads,0.0,0,
USR-00026,SES-00026,,checkout,Mobile,East,Google Ads,Beauty,0.0,Yes,Checkout,4,1.0,1,Mobile,East,Google Ads,0.0,0,
USR-00027,SES-00027,2026-07-08 02:47:30,browse,Mobile,North,Google Ads,Home,0.0,Yes,Visit Website,1,,1,Mobile,North,Google Ads,0.0,0,43200.0
USR-00027,SES-00027,2026-07-08 07:47:30,add to cart,Mobile,North,Google Ads,Home,0.0,Yes,Other,0,1.0,0,Mobile,North,Google Ads,0.0,0,43200.0
USR-00027,SES-00027,2026-07-08 10:47:30,checkout,Mobile,North,Google Ads,Home,0.0,Yes,Checkout,4,0.0,1,Mobile,North,Google Ads,0.0,0,43200.0
USR-00027,SES-00027,2026-07-08 14:47:30,purchase,Mobile,North,Google Ads,Home,201.08,No,Purchase,5,4.0,1,Mobile,North,Google Ads,201.08,0,43200.0
USR-00028,SES-00028,,add to cart,Mobile,South,Social Media,Beauty,0.0,Yes,Other,0,,1,Mobile,South,Social Media,0.0,1,
USR-00028,SES-00028,,browse,Mobile,South,Social Media,Beauty,0.0,Yes,Visit Website,1,0.0,1,Mobile,South,Social Media,0.0,1,
USR-00029,SES-00029,2026-07-08 23:29:24,browse,Mobile,East,Email,Sports,0.0,Yes,Visit Website,1,,1,Mobile,East,Email,0.0,1,60.0
USR-00030,SES-00030,,add to cart,Mobile,North,Social Media,Electronics,0.0,Yes,Other,0,,1,Mobile,North,Social Media,0.0,0,
USR-00030,SES-00030,,browse,Mobile,North,Social Media,Electronics,0.0,Yes,Visit Website,1,0.0,1,Mobile,North,Social Media,0.0,0,
USR-00030,SES-00030,,checkout,Mobile,North,Social Media,Electronics,0.0,Yes,Checkout,4,1.0,1,Mobile,North,Social Media,0.0,0,
USR-00031,SES-00031,,add to cart,Mobile,West,Social Media,Fashion,0.0,Yes,Other,0,,1,Mobile,West,Social Media,0.0,1,
USR-00031,SES-00031,,browse,Mobile,West,Social Media,Fashion,0.0,Yes,Visit Website,1,0.0,1,Mobile,West,Social Media,0.0,1,
USR-00032,SES-00032,,browse,Desktop,South,Organic,Beauty,0.0,Yes,Visit Website,1,,1,Desktop,South,Organic,0.0,1,60.0
USR-00033,SES-00033,2026-07-08 05:26:48,browse,Tablet,South,Social Media,Beauty,0.0,Yes,Visit Website,1,,1,Tablet,South,Social Media,0.0,1,14400.0
USR-00033,SES-00033,2026-07-08 09:26:48,add to cart,Tablet,South,Social Media,Beauty,0.0,Yes,Other,0,1.0,0,Tablet,South,Social Media,0.0,1,14400.0
USR-00034,SES-00034,,browse,Tablet,East,Email,Electronics,0.0,Yes,Visit Website,1,,1,Tablet,East,Email,0.0,1,60.0
USR-00035,SES-00035,,add to cart,Mobile,West,Organic,Fashion,0.0,Yes,Other,0,,1,Mobile,West,Organic,0.0,0,
USR-00035,SES-00035,,browse,Mobile,West,Organic,Fashion,0.0,Yes,Visit Website,1,0.0,1,Mobile,West,Organic,0.0,0,
USR-00035,SES-00035,,checkout,Mobile,West,Organic,Fashion,0.0,Yes,Checkout,4,1.0,1,Mobile,West,Organic,0.0,0,
USR-00036,SES-00036,,add to cart,Tablet,South,Organic,Beauty,0.0,Yes,Other,0,,1,Tablet,South,Organic,0.0,0,
USR-00036,SES-00036,,browse,Tablet,South,Organic,Beauty,0.0,Yes,Visit Website,1,0.0,1,Tablet,South,Organic,0.0,0,
USR-00036,SES-00036,,checkout,Tablet,South,Organic,Beauty,0.0,Yes,Checkout,4,1.0,1,Tablet,South,Organic,0.0,0,
USR-00036,SES-00036,,purchase,Tablet,South,Organic,Beauty,141.85,No,Purchase,5,4.0,1,Tablet,South,Organic,141.85,0,
USR-00037,SES-00037,,add to cart,Desktop,East,Email,Home,0.0,Yes,Other,0,,1,Desktop,East,Email,0.0,1,
USR-00037,SES-00037,,browse,Desktop,East,Email,Home,0.0,Yes,Visit Website,1,0.0,1,Desktop,East,Email,0.0,1,
USR-00038,SES-00038,,add to cart,Mobile,East,Social Media,Fashion,0.0,Yes,Other,0,,1,Mobile,East,Social Media,0.0,0,
USR-00038,SES-00038,,browse,Mobile,East,Social Media,Fashion,0.0,Yes,Visit Website,1,0.0,1,Mobile,East,Social Media,0.0,0,
USR-00038,SES-00038,,checkout,Mobile,East,Social Media,Fashion,0.0,Yes,Checkout,4,1.0,1,Mobile,East,Social Media,0.0,0,
USR-00039,SES-00039,,add to cart,Mobile,South,Social Media,Home,0.0,Yes,Other,0,,1,Mobile,South,Social Media,0.0,1,
USR-00039,SES-00039,,browse,Mobile,South,Social Media,Home,0.0,Yes,Visit Website,1,0.0,1,Mobile,South,Social Media,0.0,1,
USR-00040,SES-00040,,browse,Desktop,East,Organic,Home,0.0,Yes,Visit Website,1,,1,Desktop,East,Organic,0.0,1,60.0
USR-00041,SES-00041,,browse,Desktop,North,Email,Home,0.0,Yes,Visit Website,1,,1,Desktop,North,Email,0.0,1,60.0
USR-00042,SES-00042,,add to cart,Tablet,South,Organic,Fashion,0.0,Yes,Other,0,,1,Tablet,South,Organic,0.0,1,
USR-00042,SES-00042,,browse,Tablet,South,Organic,Fashion,0.0,Yes,Visit Website,1,0.0,1,Tablet,South,Organic,0.0,1,
USR-00043,SES-00043,2026-07-08 16:13:24,browse,Mobile,West,Organic,Electronics,0.0,Yes,Visit Website,1,,1,Mobile,West,Organic,0.0,0,10800.0
USR-00043,SES-00043,2026-07-08 19:13:24,add to cart,Mobile,West,Organic,Electronics,0.0,Yes,Other,0,1.0,0,Mobile,West,Organic,0.0,0,10800.0
USR-00043,SES-00043,,checkout,Mobile,West,Organic,Electronics,0.0,Yes,Checkout,4,0.0,1,Mobile,West,Organic,0.0,0,10800.0
USR-00044,SES-00044,2026-07-08 05:49:30,browse,Desktop,North,Email,Beauty,0.0,Yes,Visit Website,1,,1,Desktop,North,Email,0.0,1,14400.0
USR-00044,SES-00044,2026-07-08 09:49:30,add to cart,Desktop,North,Email,Beauty,0.0,Yes,Other,0,1.0,0,Desktop,North,Email,0.0,1,14400.0
USR-00045,SES-00045,2026-07-08 02:51:06,add to cart,Tablet,East,Social Media,Electronics,0.0,Yes,Other,0,,1,Tablet,East,Social Media,0.0,0,21600.0
USR-00045,SES-00045,2026-07-08 05:51:06,checkout,Tablet,East,Social Media,Electronics,0.0,Yes,Checkout,4,0.0,1,Tablet,East,Social Media,0.0,0,21600.0
USR-00045,SES-00045,2026-07-08 08:51:06,purchase,Tablet,East,Social Media,Electronics,492.44,No,Purchase,5,4.0,1,Tablet,East,Social Media,492.44,0,21600.0
USR-00045,SES-00045,,browse,Tablet,East,Social Media,Electronics,0.0,Yes,Visit Website,1,5.0,0,Tablet,East,Social Media,0.0,0,21600.0
USR-00046,SES-00046,2026-07-08 08:41:42,browse,Desktop,North,Social Media,Home,0.0,Yes,Visit Website,1,,1,Desktop,North,Social Media,0.0,0,36000.0
USR-00046,SES-00046,2026-07-08 13:41:42,add to cart,Desktop,North,Social Media,Home,0.0,Yes,Other,0,1.0,0,Desktop,North,Social Media,0.0,0,36000.0
USR-00046,SES-00046,2026-07-08 18:41:42,checkout,Desktop,North,Social Media,Home,0.0,Yes,Checkout,4,0.0,1,Desktop,North,Social Media,0.0,0,36000.0
USR-00047,SES-00047,,add to cart,Tablet,East,Organic,Sports,0.0,Yes,Other,0,,1,Tablet,East,Organic,0.0,0,
USR-00047,SES-00047,,browse,Tablet,East,Organic,Sports,0.0,Yes,Visit Website,1,0.0,1,Tablet,East,Organic,0.0,0,
USR-00047,SES-00047,,checkout,Tablet,East,Organic,Sports,0.0,Yes,Checkout,4,1.0,1,Tablet,East,Organic,0.0,0,
USR-00048,SES-00048,2026-07-08 02:39:12,add to cart,Mobile,West,Email,Home,0.0,Yes,Other,0,,1,Mobile,West,Email,0.0,1,0.0
USR-00048,SES-00048,,browse,Mobile,West,Email,Home,0.0,Yes,Visit Website,1,0.0,1,Mobile,West,Email,0.0,1,0.0
USR-00049,SES-00049,,add to cart,Tablet,North,Email,Fashion,0.0,Yes,Other,0,,1,Tablet,North,Email,0.0,0,
USR-00049,SES-00049,,browse,Tablet,North,Email,Fashion,0.0,Yes,Visit Website,1,0.0,1,Tablet,North,Email,0.0,0,
USR-00049,SES-00049,,checkout,Tablet,North,Email,Fashion,0.0,Yes,Checkout,4,1.0,1,Tablet,North,Email,0.0,0,
USR-00050,SES-00050,2026-07-08 01:08:42,add to cart,Tablet,South,Email,Beauty,0.0,Yes,Other,0,,1,Tablet,South,Email,0.0,0,7200.0
USR-00050,SES-00050,2026-07-08 03:08:42,checkout,Tablet,South,Email,Beauty,0.0,Yes,Checkout,4,0.0,1,Tablet,South,Email,0.0,0,7200.0
USR-00050,SES-00050,,browse,Tablet,South,Email,Beauty,0.0,Yes,Visit Website,1,4.0,0,Tablet,South,Email,0.0,0,7200.0
USR-00051,SES-00051,,add to cart,Mobile,East,Social Media,Home,0.0,Yes,Other,0,,1,Mobile,East,Social Media,0.0,1,
USR-00051,SES-00051,,browse,Mobile,East,Social Media,Home,0.0,Yes,Visit Website,1,0.0,1,Mobile,East,Social Media,0.0,1,
USR-00052,SES-00052,,add to cart,Tablet,South,Email,Home,0.0,Yes,Other,0,,1,Tablet,South,Email,0.0,0,
USR-00052,SES-00052,,browse,Tablet,South,Email,Home,0.0,Yes,Visit Website,1,0.0,1,Tablet,South,Email,0.0,0,
USR-00052,SES-00052,,checkout,Tablet,South,Email,Home,0.0,Yes,Checkout,4,1.0,1,Tablet,South,Email,0.0,0,
USR-00053,SES-00053,2026-07-08 15:58:00,browse,Mobile,East,Google Ads,Electronics,0.0,Yes,Visit Website,1,,1,Mobile,East,Google Ads,0.0,0,18000.0
USR-00053,SES-00053,2026-07-08 20:58:00,add to cart,Mobile,East,Google Ads,Electronics,0.0,Yes,Other,0,1.0,0,Mobile,East,Google Ads,0.0,0,18000.0
USR-00053,SES-00053,,checkout,Mobile,East,Google Ads,Electronics,0.0,Yes,Checkout,4,0.0,1,Mobile,East,Google Ads,0.0,0,18000.0
USR-00053,SES-00053,,purchase,Mobile,East,Google Ads,Electronics,76.57,No,Purchase,5,4.0,1,Mobile,East,Google Ads,76.57,0,18000.0
USR-00054,SES-00054,2026-07-08 16:58:36,browse,Desktop,East,Email,Sports,0.0,Yes,Visit Website,1,,1,Desktop,East,Email,0.0,0,25200.0
USR-00054,SES-00054,2026-07-08 20:58:36,add to cart,Desktop,East,Email,Sports,0.0,Yes,Other,0,1.0,0,Desktop,East,Email,0.0,0,25200.0
USR-00054,SES-00054,2026-07-08 23:58:36,checkout,Desktop,East,Email,Sports,0.0,Yes,Checkout,4,0.0,1,Desktop,East,Email,0.0,0,25200.0
USR-00055,SES-00055,,browse,Mobile,North,Google Ads,Fashion,0.0,Yes,Visit Website,1,,1,Mobile,North,Google Ads,0.0,1,60.0
USR-00056,SES-00056,2026-07-08 00:15:06,browse,Tablet,North,Email,Fashion,0.0,Yes,Visit Website,1,,1,Tablet,North,Email,0.0,1,7200.0
USR-00056,SES-00056,2026-07-08 02:15:06,add to cart,Tablet,North,Email,Fashion,0.0,Yes,Other,0,1.0,0,Tablet,North,Email,0.0,1,7200.0
USR-00057,SES-00057,2026-07-08 15:52:36,browse,Desktop,South,Google Ads,Electronics,0.0,Yes,Visit Website,1,,1,Desktop,South,Google Ads,0.0,0,28800.0
USR-00057,SES-00057,2026-07-08 20:52:36,add to cart,Desktop,South,Google Ads,Electronics,0.0,Yes,Other,0,1.0,0,Desktop,South,Google Ads,0.0,0,28800.0
USR-00057,SES-00057,2026-07-08 23:52:36,checkout,Desktop,South,Google Ads,Electronics,0.0,Yes,Checkout,4,0.0,1,Desktop,South,Google Ads,0.0,0,28800.0
USR-00057,SES-00057,,purchase,Desktop,South,Google Ads,Electronics,82.88,No,Purchase,5,4.0,1,Desktop,South,Google Ads,82.88,0,28800.0
USR-00058,SES-00058,,browse,Tablet,West,Social Media,Fashion,0.0,Yes,Visit Website,1,,1,Tablet,West,Social Media,0.0,1,60.0
USR-00059,SES-00059,,browse,Mobile,North,Social Media,Beauty,0.0,Yes,Visit Website,1,,1,Mobile,North,Social Media,0.0,1,60.0
USR-00060,SES-00060,,browse,Desktop,North,Social Media,Beauty,0.0,Yes,Visit Website,1,,1,Desktop,North,Social Media,0.0,1,60.0
USR-00061,SES-00061,2026-07-08 19:29:54,browse,Desktop,North,Google Ads,Sports,0.0,Yes,Visit Website,1,,1,Desktop,North,Google Ads,0.0,1,60.0
USR-00062,SES-00062,,add to cart,Mobile,West,Social Media,Electronics,0.0,Yes,Other,0,,1,Mobile,West,Social Media,0.0,0,
USR-00062,SES-00062,,browse,Mobile,West,Social Media,Electronics,0.0,Yes,Visit Website,1,0.0,1,Mobile,West,Social Media,0.0,0,
USR-00062,SES-00062,,checkout,Mobile,West,Social Media,Electronics,0.0,Yes,Checkout,4,1.0,1,Mobile,West,Social Media,0.0,0,
USR-00063,SES-00063,,add to cart,Desktop,East,Email,Fashion,0.0,Yes,Other,0,,1,Desktop,East,Email,0.0,1,
USR-00063,SES-00063,,browse,Desktop,East,Email,Fashion,0.0,Yes,Visit Website,1,0.0,1,Desktop,East,Email,0.0,1,
USR-00064,SES-00064,2026-07-08 11:20:30,browse,Mobile,West,Google Ads,Beauty,0.0,Yes,Visit Website,1,,1,Mobile,West,Google Ads,0.0,1,18000.0
USR-00064,SES-00064,2026-07-08 16:20:30,add to cart,Mobile,West,Google Ads,Beauty,0.0,Yes,Other,0,1.0,0,Mobile,West,Google Ads,0.0,1,18000.0
USR-00065,SES-00065,,add to cart,Tablet,North,Social Media,Electronics,0.0,Yes,Other,0,,1,Tablet,North,Social Media,0.0,1,
USR-00065,SES-00065,,browse,Tablet,North,Social Media,Electronics,0.0,Yes,Visit Website,1,0.0,1,Tablet,North,Social Media,0.0,1,
USR-00066,SES-00066,2026-07-08 20:50:24,browse,Mobile,South,Organic,Beauty,0.0,Yes,Visit Website,1,,1,Mobile,South,Organic,0.0,1,10800.0
USR-00066,SES-00066,2026-07-08 23:50:24,add to cart,Mobile,South,Organic,Beauty,0.0,Yes,Other,0,1.0,0,Mobile,South,Organic,0.0,1,10800.0
USR-00067,SES-00067,,browse,Mobile,South,Social Media,Beauty,0.0,Yes,Visit Website,1,,1,Mobile,South,Social Media,0.0,1,60.0
USR-00068,SES-00068,,add to cart,Mobile,East,Social Media,Electronics,0.0,Yes,Other,0,,1,Mobile,East,Social Media,0.0,0,
USR-00068,SES-00068,,browse,Mobile,East,Social Media,Electronics,0.0,Yes,Visit Website,1,0.0,1,Mobile,East,Social Media,0.0,0,
USR-00068,SES-00068,,checkout,Mobile,East,Social Media,Electronics,0.0,Yes,Checkout,4,1.0,1,Mobile,East,Social Media,0.0,0,
USR-00069,SES-00069,,add to cart,Tablet,West,Social Media,Sports,0.0,Yes,Other,0,,1,Tablet,West,Social Media,0.0,1,
USR-00069,SES-00069,,browse,Tablet,West,Social Media,Sports,0.0,Yes,Visit Website,1,0.0,1,Tablet,West,Social Media,0.0,1,
USR-00070,SES-00070,2026-07-08 21:54:36,browse,Desktop,North,Email,Electronics,0.0,Yes,Visit Website,1,,1,Desktop,North,Email,0.0,0,7200.0
USR-00070,SES-00070,2026-07-08 23:54:36,add to cart,Desktop,North,Email,Electronics,0.0,Yes,Other,0,1.0,0,Desktop,North,Email,0.0,0,7200.0
USR-00070,SES-00070,,checkout,Desktop,North,Email,Electronics,0.0,Yes,Checkout,4,0.0,1,Desktop,North,Email,0.0,0,7200.0
USR-00070,SES-00070,,purchase,Desktop,North,Email,Electronics,107.64,No,Purchase,5,4.0,1,Desktop,North,Email,107.64,0,7200.0
USR-00071,SES-00071,,browse,Mobile,North,Email,Sports,0.0,Yes,Visit Website,1,,1,Mobile,North,Email,0.0,1,60.0
USR-00072,SES-00072,,browse,Desktop,West,Social Media,Beauty,0.0,Yes,Visit Website,1,,1,Desktop,West,Social Media,0.0,1,60.0
USR-00073,SES-00073,,browse,Desktop,South,Social Media,Fashion,0.0,Yes,Visit Website,1,,1,Desktop,South,Social Media,0.0,1,60.0
USR-00074,SES-00074,2026-07-08 09:34:06,browse,Mobile,South,Google Ads,Home,0.0,Yes,Visit Website,1,,1,Mobile,South,Google Ads,0.0,0,43200.0
USR-00074,SES-00074,2026-07-08 14:34:06,add to cart,Mobile,South,Google Ads,Home,0.0,Yes,Other,0,1.0,0,Mobile,South,Google Ads,0.0,0,43200.0
USR-00074,SES-00074,2026-07-08 17:34:06,checkout,Mobile,South,Google Ads,Home,0.0,Yes,Checkout,4,0.0,1,Mobile,South,Google Ads,0.0,0,43200.0
USR-00074,SES-00074,2026-07-08 21:34:06,purchase,Mobile,South,Google Ads,Home,294.7,No,Purchase,5,4.0,1,Mobile,South,Google Ads,294.7,0,43200.0
USR-00075,SES-00075,2026-07-08 17:26:30,browse,Tablet,South,Organic,Sports,0.0,Yes,Visit Website,1,,1,Tablet,South,Organic,0.0,0,10800.0
USR-00075,SES-00075,2026-07-08 20:26:30,add to cart,Tablet,South,Organic,Sports,0.0,Yes,Other,0,1.0,0,Tablet,South,Organic,0.0,0,10800.0
USR-00075,SES-00075,,checkout,Tablet,South,Organic,Sports,0.0,Yes,Checkout,4,0.0,1,Tablet,South,Organic,0.0,0,10800.0
USR-00075,SES-00075,,purchase,Tablet,South,Organic,Sports,489.91,No,Purchase,5,4.0,1,Tablet,South,Organic,489.91,0,10800.0
USR-00076,SES-00076,,browse,Tablet,North,Email,Beauty,0.0,Yes,Visit Website,1,,1,Tablet,North,Email,0.0,1,60.0
USR-00077,SES-00077,2026-07-08 01:39:24,purchase,Tablet,North,Social Media,Fashion,188.72,No,Purchase,5,,1,Tablet,North,Social Media,188.72,0,0.0
USR-00077,SES-00077,,add to cart,Tablet,North,Social Media,Fashion,0.0,Yes,Other,0,5.0,0,Tablet,North,Social Media,0.0,0,0.0
USR-00077,SES-00077,,browse,Tablet,North,Social Media,Fashion,0.0,Yes,Visit Website,1,0.0,1,Tablet,North,Social Media,0.0,0,0.0
USR-00077,SES-00077,,checkout,Tablet,North,Social Media,Fashion,0.0,Yes,Checkout,4,1.0,1,Tablet,North,Social Media,0.0,0,0.0
USR-00078,SES-00078,2026-07-08 22:28:30,browse,Desktop,North,Google Ads,Fashion,0.0,Yes,Visit Website,1,,1,Desktop,North,Google Ads,0.0,1,0.0
USR-00078,SES-00078,,add to cart,Desktop,North,Google Ads,Fashion,0.0,Yes,Other,0,1.0,0,Desktop,North,Google Ads,0.0,1,0.0
USR-00079,SES-00079,,add to cart,Tablet,South,Google Ads,Beauty,0.0,Yes,Other,0,,1,Tablet,South,Google Ads,0.0,1,
USR-00079,SES-00079,,browse,Tablet,South,Google Ads,Beauty,0.0,Yes,Visit Website,1,0.0,1,Tablet,South,Google Ads,0.0,1,
USR-00080,SES-00080,2026-07-08 03:30:42,browse,Desktop,North,Organic,Fashion,0.0,Yes,Visit Website,1,,1,Desktop,North,Organic,0.0,1,10800.0
